coin,time_period,coin_yield,strategy_yield,drawdown,is_win
"LTC,BNB,ETH,EOS",10,"3.109,42.908,4.725,0.807",43.233,76.067,False
"LTC,BNB,ETH,KSM",10,"3.109,42.908,4.725,10.041",43.233,76.067,False
"LTC,BNB,ETH,ADA",10,"3.109,42.908,4.725,7.418",43.233,76.067,False
"LTC,BNB,EOS,KSM",10,"3.109,42.908,0.807,10.041",43.233,76.067,False
"LTC,BNB,EOS,ADA",10,"3.109,42.908,0.807,7.418",43.233,76.067,False
"LTC,BNB,KSM,ADA",10,"3.109,42.908,10.041,7.418",43.233,76.067,False
"LTC,BTC,CAKE,FIL",10,"3.109,8.396,1.273,2.601",0.92,61.088,False
"LTC,BTC,CAKE,UNI",10,"3.109,8.396,1.273,10.2",0.92,61.088,False
"LTC,BTC,CAKE,XRP",10,"3.109,8.396,1.273,3.466",3.382,76.743,False
"LTC,BTC,CAKE,ETH",10,"3.109,8.396,1.273,4.725",0.92,61.088,False
"LTC,BTC,CAKE,EOS",10,"3.109,8.396,1.273,0.807",0.92,61.088,False
"LTC,BTC,CAKE,KSM",10,"3.109,8.396,1.273,10.041",0.92,61.088,False
"LTC,BTC,CAKE,ADA",10,"3.109,8.396,1.273,7.418",0.92,61.088,False
"LTC,BTC,FIL,UNI",10,"3.109,8.396,2.601,10.2",0.961,94.742,False
"LTC,BTC,FIL,XRP",10,"3.109,8.396,2.601,3.466",3.382,76.743,False
"LTC,BTC,FIL,ETH",10,"3.109,8.396,2.601,4.725",7.62,63.341,False
"LTC,BTC,FIL,EOS",10,"3.109,8.396,2.601,0.807",7.62,63.341,False
"LTC,BTC,FIL,KSM",10,"3.109,8.396,2.601,10.041",7.62,63.341,False
"LTC,BTC,FIL,ADA",10,"3.109,8.396,2.601,7.418",7.62,63.341,False
"LTC,BTC,UNI,XRP",10,"3.109,8.396,10.2,3.466",3.382,76.743,False
"LTC,BTC,UNI,ETH",10,"3.109,8.396,10.2,4.725",0.961,94.742,False
"LTC,BTC,UNI,EOS",10,"3.109,8.396,10.2,0.807",0.961,94.742,False
"LTC,BTC,UNI,KSM",10,"3.109,8.396,10.2,10.041",0.961,94.742,False
"LTC,BTC,UNI,ADA",10,"3.109,8.396,10.2,7.418",0.961,94.742,False
"LTC,BTC,XRP,ETH",10,"3.109,8.396,3.466,4.725",3.382,76.743,False
"LTC,BTC,XRP,EOS",10,"3.109,8.396,3.466,0.807",3.382,76.743,False
"LTC,BTC,XRP,KSM",10,"3.109,8.396,3.466,10.041",3.382,76.743,False
"LTC,BTC,XRP,ADA",10,"3.109,8.396,3.466,7.418",3.382,76.743,False
"LTC,BTC,ETH,EOS",10,"3.109,8.396,4.725,0.807",0.998,0.0,False
"LTC,BTC,ETH,KSM",10,"3.109,8.396,4.725,10.041",7.62,63.341,False
"LTC,BTC,ETH,ADA",10,"3.109,8.396,4.725,7.418",0.998,0.0,False
"LTC,BTC,EOS,KSM",10,"3.109,8.396,0.807,10.041",7.62,63.341,False
"LTC,BTC,EOS,ADA",10,"3.109,8.396,0.807,7.418",0.998,0.0,False
"LTC,BTC,KSM,ADA",10,"3.109,8.396,10.041,7.418",7.62,63.341,False
"LTC,CAKE,FIL,UNI",10,"3.109,1.273,2.601,10.2",0.92,61.088,False
"LTC,CAKE,FIL,XRP",10,"3.109,1.273,2.601,3.466",3.382,76.743,False
"LTC,CAKE,FIL,ETH",10,"3.109,1.273,2.601,4.725",0.92,61.088,False
"LTC,CAKE,FIL,EOS",10,"3.109,1.273,2.601,0.807",0.92,61.088,False
"LTC,CAKE,FIL,KSM",10,"3.109,1.273,2.601,10.041",0.92,61.088,False
"LTC,CAKE,FIL,ADA",10,"3.109,1.273,2.601,7.418",0.92,61.088,False
"LTC,CAKE,UNI,XRP",10,"3.109,1.273,10.2,3.466",3.382,76.743,False
"LTC,CAKE,UNI,ETH",10,"3.109,1.273,10.2,4.725",0.92,61.088,False
"LTC,CAKE,UNI,EOS",10,"3.109,1.273,10.2,0.807",0.92,61.088,False
"LTC,CAKE,UNI,KSM",10,"3.109,1.273,10.2,10.041",0.92,61.088,False
"LTC,CAKE,UNI,ADA",10,"3.109,1.273,10.2,7.418",0.92,61.088,False
"LTC,CAKE,XRP,ETH",10,"3.109,1.273,3.466,4.725",3.382,76.743,False
"LTC,CAKE,XRP,EOS",10,"3.109,1.273,3.466,0.807",3.382,76.743,False
"LTC,CAKE,XRP,KSM",10,"3.109,1.273,3.466,10.041",3.382,76.743,False
"LTC,CAKE,XRP,ADA",10,"3.109,1.273,3.466,7.418",3.382,76.743,False
"LTC,CAKE,ETH,EOS",10,"3.109,1.273,4.725,0.807",0.92,61.088,False
"LTC,CAKE,ETH,KSM",10,"3.109,1.273,4.725,10.041",0.92,61.088,False
"LTC,CAKE,ETH,ADA",10,"3.109,1.273,4.725,7.418",0.92,61.088,False
"LTC,CAKE,EOS,KSM",10,"3.109,1.273,0.807,10.041",0.92,61.088,False
"LTC,CAKE,EOS,ADA",10,"3.109,1.273,0.807,7.418",0.92,61.088,False
"LTC,CAKE,KSM,ADA",10,"3.109,1.273,10.041,7.418",0.92,61.088,False
"LTC,FIL,UNI,XRP",10,"3.109,2.601,10.2,3.466",3.382,76.743,False
"LTC,FIL,UNI,ETH",10,"3.109,2.601,10.2,4.725",0.961,94.742,False
"LTC,FIL,UNI,EOS",10,"3.109,2.601,10.2,0.807",0.961,94.742,False
"LTC,FIL,UNI,KSM",10,"3.109,2.601,10.2,10.041",0.961,94.742,False
"LTC,FIL,UNI,ADA",10,"3.109,2.601,10.2,7.418",0.961,94.742,False
"LTC,FIL,XRP,ETH",10,"3.109,2.601,3.466,4.725",3.382,76.743,False
"LTC,FIL,XRP,EOS",10,"3.109,2.601,3.466,0.807",3.382,76.743,False
"LTC,FIL,XRP,KSM",10,"3.109,2.601,3.466,10.041",3.382,76.743,False
"LTC,FIL,XRP,ADA",10,"3.109,2.601,3.466,7.418",3.382,76.743,False
"LTC,FIL,ETH,EOS",10,"3.109,2.601,4.725,0.807",4.844,81.639,False
"LTC,FIL,ETH,KSM",10,"3.109,2.601,4.725,10.041",4.844,81.639,False
"LTC,FIL,ETH,ADA",10,"3.109,2.601,4.725,7.418",4.844,81.639,False
"LTC,FIL,EOS,KSM",10,"3.109,2.601,0.807,10.041",1.329,79.385,False
"LTC,FIL,EOS,ADA",10,"3.109,2.601,0.807,7.418",1.308,79.385,False
"LTC,FIL,KSM,ADA",10,"3.109,2.601,10.041,7.418",15.548,76.273,False
"LTC,UNI,XRP,ETH",10,"3.109,10.2,3.466,4.725",3.382,76.743,False
"LTC,UNI,XRP,EOS",10,"3.109,10.2,3.466,0.807",3.382,76.743,False
"LTC,UNI,XRP,KSM",10,"3.109,10.2,3.466,10.041",3.382,76.743,False
"LTC,UNI,XRP,ADA",10,"3.109,10.2,3.466,7.418",3.382,76.743,False
"LTC,UNI,ETH,EOS",10,"3.109,10.2,4.725,0.807",0.961,94.742,False
"LTC,UNI,ETH,KSM",10,"3.109,10.2,4.725,10.041",0.961,94.742,False
"LTC,UNI,ETH,ADA",10,"3.109,10.2,4.725,7.418",0.961,94.742,False
"LTC,UNI,EOS,KSM",10,"3.109,10.2,0.807,10.041",0.961,94.742,False
"LTC,UNI,EOS,ADA",10,"3.109,10.2,0.807,7.418",0.961,94.742,False
"LTC,UNI,KSM,ADA",10,"3.109,10.2,10.041,7.418",0.961,94.742,False
"LTC,XRP,ETH,EOS",10,"3.109,3.466,4.725,0.807",3.382,76.743,False
"LTC,XRP,ETH,KSM",10,"3.109,3.466,4.725,10.041",3.382,76.743,False
"LTC,XRP,ETH,ADA",10,"3.109,3.466,4.725,7.418",3.382,76.743,False
"LTC,XRP,EOS,KSM",10,"3.109,3.466,0.807,10.041",3.382,76.743,False
"LTC,XRP,EOS,ADA",10,"3.109,3.466,0.807,7.418",3.382,76.743,False
"LTC,XRP,KSM,ADA",10,"3.109,3.466,10.041,7.418",3.382,76.743,False
"LTC,ETH,EOS,KSM",10,"3.109,4.725,0.807,10.041",4.844,81.639,False
"LTC,ETH,EOS,ADA",10,"3.109,4.725,0.807,7.418",0.998,0.0,False
"LTC,ETH,KSM,ADA",10,"3.109,4.725,10.041,7.418",4.844,81.639,False
"LTC,EOS,KSM,ADA",10,"3.109,0.807,10.041,7.418",1.329,79.385,False
"DOT,BNB,BTC,CAKE",10,"13.233,42.908,8.396,1.273",43.233,76.067,False
"DOT,BNB,BTC,FIL",10,"13.233,42.908,8.396,2.601",43.233,76.067,False
"DOT,BNB,BTC,UNI",10,"13.233,42.908,8.396,10.2",43.233,76.067,False
"DOT,BNB,BTC,XRP",10,"13.233,42.908,8.396,3.466",3.382,76.743,False
"DOT,BNB,BTC,ETH",10,"13.233,42.908,8.396,4.725",43.233,76.067,False
"DOT,BNB,BTC,EOS",10,"13.233,42.908,8.396,0.807",43.233,76.067,False
"DOT,BNB,BTC,KSM",10,"13.233,42.908,8.396,10.041",43.233,76.067,False
"DOT,BNB,BTC,ADA",10,"13.233,42.908,8.396,7.418",43.233,76.067,False
"DOT,BNB,CAKE,FIL",10,"13.233,42.908,1.273,2.601",43.233,76.067,False
"DOT,BNB,CAKE,UNI",10,"13.233,42.908,1.273,10.2",43.233,76.067,False
"DOT,BNB,CAKE,XRP",10,"13.233,42.908,1.273,3.466",3.382,76.743,False
"DOT,BNB,CAKE,ETH",10,"13.233,42.908,1.273,4.725",43.233,76.067,False
"DOT,BNB,CAKE,EOS",10,"13.233,42.908,1.273,0.807",43.233,76.067,False
"DOT,BNB,CAKE,KSM",10,"13.233,42.908,1.273,10.041",43.233,76.067,False
"DOT,BNB,CAKE,ADA",10,"13.233,42.908,1.273,7.418",43.233,76.067,False
"DOT,BNB,FIL,UNI",10,"13.233,42.908,2.601,10.2",43.233,76.067,False
"DOT,BNB,FIL,XRP",10,"13.233,42.908,2.601,3.466",3.382,76.743,False
"DOT,BNB,FIL,ETH",10,"13.233,42.908,2.601,4.725",43.233,76.067,False
"DOT,BNB,FIL,EOS",10,"13.233,42.908,2.601,0.807",43.233,76.067,False
"DOT,BNB,FIL,KSM",10,"13.233,42.908,2.601,10.041",43.233,76.067,False
"DOT,BNB,FIL,ADA",10,"13.233,42.908,2.601,7.418",43.233,76.067,False
"DOT,BNB,UNI,XRP",10,"13.233,42.908,10.2,3.466",3.382,76.743,False
"DOT,BNB,UNI,ETH",10,"13.233,42.908,10.2,4.725",43.233,76.067,False
"DOT,BNB,UNI,EOS",10,"13.233,42.908,10.2,0.807",43.233,76.067,False
"DOT,BNB,UNI,KSM",10,"13.233,42.908,10.2,10.041",43.233,76.067,False
"DOT,BNB,UNI,ADA",10,"13.233,42.908,10.2,7.418",43.233,76.067,False
"DOT,BNB,XRP,ETH",10,"13.233,42.908,3.466,4.725",3.382,76.743,False
"DOT,BNB,XRP,EOS",10,"13.233,42.908,3.466,0.807",3.382,76.743,False
"DOT,BNB,XRP,KSM",10,"13.233,42.908,3.466,10.041",3.382,76.743,False
"DOT,BNB,XRP,ADA",10,"13.233,42.908,3.466,7.418",3.382,76.743,False
"DOT,BNB,ETH,EOS",10,"13.233,42.908,4.725,0.807",43.233,76.067,False
"DOT,BNB,ETH,KSM",10,"13.233,42.908,4.725,10.041",43.233,76.067,False
"DOT,BNB,ETH,ADA",10,"13.233,42.908,4.725,7.418",43.233,76.067,False
"DOT,BNB,EOS,KSM",10,"13.233,42.908,0.807,10.041",43.233,76.067,False
"DOT,BNB,EOS,ADA",10,"13.233,42.908,0.807,7.418",43.233,76.067,False
"DOT,BNB,KSM,ADA",10,"13.233,42.908,10.041,7.418",43.233,76.067,False
"DOT,BTC,CAKE,FIL",10,"13.233,8.396,1.273,2.601",0.92,61.088,False
"DOT,BTC,CAKE,UNI",10,"13.233,8.396,1.273,10.2",0.92,61.088,False
"DOT,BTC,CAKE,XRP",10,"13.233,8.396,1.273,3.466",3.382,76.743,False
"DOT,BTC,CAKE,ETH",10,"13.233,8.396,1.273,4.725",0.92,61.088,False
"DOT,BTC,CAKE,EOS",10,"13.233,8.396,1.273,0.807",0.92,61.088,False
"DOT,BTC,CAKE,KSM",10,"13.233,8.396,1.273,10.041",0.92,61.088,False
"DOT,BTC,CAKE,ADA",10,"13.233,8.396,1.273,7.418",0.92,61.088,False
"DOT,BTC,FIL,UNI",10,"13.233,8.396,2.601,10.2",0.963,94.54,False
"DOT,BTC,FIL,XRP",10,"13.233,8.396,2.601,3.466",3.382,76.743,False
"DOT,BTC,FIL,ETH",10,"13.233,8.396,2.601,4.725",4.618,82.524,False
"DOT,BTC,FIL,EOS",10,"13.233,8.396,2.601,0.807",0.789,79.887,False
"DOT,BTC,FIL,KSM",10,"13.233,8.396,2.601,10.041",8.491,63.341,False
"DOT,BTC,FIL,ADA",10,"13.233,8.396,2.601,7.418",7.472,87.197,False
"DOT,BTC,UNI,XRP",10,"13.233,8.396,10.2,3.466",3.382,76.743,False
"DOT,BTC,UNI,ETH",10,"13.233,8.396,10.2,4.725",0.963,94.54,False
"DOT,BTC,UNI,EOS",10,"13.233,8.396,10.2,0.807",0.789,79.887,False
"DOT,BTC,UNI,KSM",10,"13.233,8.396,10.2,10.041",0.963,94.54,False
"DOT,BTC,UNI,ADA",10,"13.233,8.396,10.2,7.418",0.963,94.54,False
"DOT,BTC,XRP,ETH",10,"13.233,8.396,3.466,4.725",3.382,76.743,False
"DOT,BTC,XRP,EOS",10,"13.233,8.396,3.466,0.807",3.382,76.743,False
"DOT,BTC,XRP,KSM",10,"13.233,8.396,3.466,10.041",3.382,76.743,False
"DOT,BTC,XRP,ADA",10,"13.233,8.396,3.466,7.418",3.382,76.743,False
"DOT,BTC,ETH,EOS",10,"13.233,8.396,4.725,0.807",0.789,79.887,False
"DOT,BTC,ETH,KSM",10,"13.233,8.396,4.725,10.041",4.618,82.524,False
"DOT,BTC,ETH,ADA",10,"13.233,8.396,4.725,7.418",7.472,87.197,False
"DOT,BTC,EOS,KSM",10,"13.233,8.396,0.807,10.041",0.789,79.887,False
"DOT,BTC,EOS,ADA",10,"13.233,8.396,0.807,7.418",0.789,79.887,False
"DOT,BTC,KSM,ADA",10,"13.233,8.396,10.041,7.418",7.472,87.197,False
"DOT,CAKE,FIL,UNI",10,"13.233,1.273,2.601,10.2",0.92,61.088,False
"DOT,CAKE,FIL,XRP",10,"13.233,1.273,2.601,3.466",3.382,76.743,False
"DOT,CAKE,FIL,ETH",10,"13.233,1.273,2.601,4.725",0.92,61.088,False
"DOT,CAKE,FIL,EOS",10,"13.233,1.273,2.601,0.807",0.92,61.088,False
"DOT,CAKE,FIL,KSM",10,"13.233,1.273,2.601,10.041",0.92,61.088,False
"DOT,CAKE,FIL,ADA",10,"13.233,1.273,2.601,7.418",0.92,61.088,False
"DOT,CAKE,UNI,XRP",10,"13.233,1.273,10.2,3.466",3.382,76.743,False
"DOT,CAKE,UNI,ETH",10,"13.233,1.273,10.2,4.725",0.92,61.088,False
"DOT,CAKE,UNI,EOS",10,"13.233,1.273,10.2,0.807",0.92,61.088,False
"DOT,CAKE,UNI,KSM",10,"13.233,1.273,10.2,10.041",0.92,61.088,False
"DOT,CAKE,UNI,ADA",10,"13.233,1.273,10.2,7.418",0.92,61.088,False
"DOT,CAKE,XRP,ETH",10,"13.233,1.273,3.466,4.725",3.382,76.743,False
"DOT,CAKE,XRP,EOS",10,"13.233,1.273,3.466,0.807",3.382,76.743,False
"DOT,CAKE,XRP,KSM",10,"13.233,1.273,3.466,10.041",3.382,76.743,False
"DOT,CAKE,XRP,ADA",10,"13.233,1.273,3.466,7.418",3.382,76.743,False
"DOT,CAKE,ETH,EOS",10,"13.233,1.273,4.725,0.807",0.92,61.088,False
"DOT,CAKE,ETH,KSM",10,"13.233,1.273,4.725,10.041",0.92,61.088,False
"DOT,CAKE,ETH,ADA",10,"13.233,1.273,4.725,7.418",0.92,61.088,False
"DOT,CAKE,EOS,KSM",10,"13.233,1.273,0.807,10.041",0.92,61.088,False
"DOT,CAKE,EOS,ADA",10,"13.233,1.273,0.807,7.418",0.92,61.088,False
"DOT,CAKE,KSM,ADA",10,"13.233,1.273,10.041,7.418",0.92,61.088,False
"DOT,FIL,UNI,XRP",10,"13.233,2.601,10.2,3.466",3.382,76.743,False
"DOT,FIL,UNI,ETH",10,"13.233,2.601,10.2,4.725",0.963,94.54,False
"DOT,FIL,UNI,EOS",10,"13.233,2.601,10.2,0.807",0.789,79.887,False
"DOT,FIL,UNI,KSM",10,"13.233,2.601,10.2,10.041",0.963,94.54,False
"DOT,FIL,UNI,ADA",10,"13.233,2.601,10.2,7.418",0.963,94.54,False
"DOT,FIL,XRP,ETH",10,"13.233,2.601,3.466,4.725",3.382,76.743,False
"DOT,FIL,XRP,EOS",10,"13.233,2.601,3.466,0.807",3.382,76.743,False
"DOT,FIL,XRP,KSM",10,"13.233,2.601,3.466,10.041",3.382,76.743,False
"DOT,FIL,XRP,ADA",10,"13.233,2.601,3.466,7.418",3.382,76.743,False
"DOT,FIL,ETH,EOS",10,"13.233,2.601,4.725,0.807",0.789,79.887,False
"DOT,FIL,ETH,KSM",10,"13.233,2.601,4.725,10.041",4.618,82.524,False
"DOT,FIL,ETH,ADA",10,"13.233,2.601,4.725,7.418",7.472,87.197,False
"DOT,FIL,EOS,KSM",10,"13.233,2.601,0.807,10.041",0.789,79.887,False
"DOT,FIL,EOS,ADA",10,"13.233,2.601,0.807,7.418",0.789,79.887,False
"DOT,FIL,KSM,ADA",10,"13.233,2.601,10.041,7.418",7.472,87.197,False
"DOT,UNI,XRP,ETH",10,"13.233,10.2,3.466,4.725",3.382,76.743,False
"DOT,UNI,XRP,EOS",10,"13.233,10.2,3.466,0.807",3.382,76.743,False
"DOT,UNI,XRP,KSM",10,"13.233,10.2,3.466,10.041",3.382,76.743,False
"DOT,UNI,XRP,ADA",10,"13.233,10.2,3.466,7.418",3.382,76.743,False
"DOT,UNI,ETH,EOS",10,"13.233,10.2,4.725,0.807",0.789,79.887,False
"DOT,UNI,ETH,KSM",10,"13.233,10.2,4.725,10.041",0.963,94.54,False
"DOT,UNI,ETH,ADA",10,"13.233,10.2,4.725,7.418",0.963,94.54,False
"DOT,UNI,EOS,KSM",10,"13.233,10.2,0.807,10.041",0.789,79.887,False
"DOT,UNI,EOS,ADA",10,"13.233,10.2,0.807,7.418",0.789,79.887,False
"DOT,UNI,KSM,ADA",10,"13.233,10.2,10.041,7.418",0.963,94.54,False
"DOT,XRP,ETH,EOS",10,"13.233,3.466,4.725,0.807",3.382,76.743,False
"DOT,XRP,ETH,KSM",10,"13.233,3.466,4.725,10.041",3.382,76.743,False
"DOT,XRP,ETH,ADA",10,"13.233,3.466,4.725,7.418",3.382,76.743,False
"DOT,XRP,EOS,KSM",10,"13.233,3.466,0.807,10.041",3.382,76.743,False
"DOT,XRP,EOS,ADA",10,"13.233,3.466,0.807,7.418",3.382,76.743,False
"DOT,XRP,KSM,ADA",10,"13.233,3.466,10.041,7.418",3.382,76.743,False
"DOT,ETH,EOS,KSM",10,"13.233,4.725,0.807,10.041",0.789,79.887,False
"DOT,ETH,EOS,ADA",10,"13.233,4.725,0.807,7.418",0.789,79.887,False
"DOT,ETH,KSM,ADA",10,"13.233,4.725,10.041,7.418",7.472,87.197,False
"DOT,EOS,KSM,ADA",10,"13.233,0.807,10.041,7.418",0.789,79.887,False
"BNB,BTC,CAKE,FIL",10,"42.908,8.396,1.273,2.601",0.927,64.195,False
"BNB,BTC,CAKE,UNI",10,"42.908,8.396,1.273,10.2",0.927,64.195,False
"BNB,BTC,CAKE,XRP",10,"42.908,8.396,1.273,3.466",3.382,76.743,False
"BNB,BTC,CAKE,ETH",10,"42.908,8.396,1.273,4.725",0.927,64.195,False
"BNB,BTC,CAKE,EOS",10,"42.908,8.396,1.273,0.807",0.927,64.195,False
"BNB,BTC,CAKE,KSM",10,"42.908,8.396,1.273,10.041",0.927,64.195,False
"BNB,BTC,CAKE,ADA",10,"42.908,8.396,1.273,7.418",0.927,64.195,False
"BNB,BTC,FIL,UNI",10,"42.908,8.396,2.601,10.2",0.97,94.742,False
"BNB,BTC,FIL,XRP",10,"42.908,8.396,2.601,3.466",3.382,76.743,False
"BNB,BTC,FIL,ETH",10,"42.908,8.396,2.601,4.725",7.692,63.341,False
"BNB,BTC,FIL,EOS",10,"42.908,8.396,2.601,0.807",7.692,63.341,False
"BNB,BTC,FIL,KSM",10,"42.908,8.396,2.601,10.041",7.692,63.341,False
"BNB,BTC,FIL,ADA",10,"42.908,8.396,2.601,7.418",7.692,63.341,False
"BNB,BTC,UNI,XRP",10,"42.908,8.396,10.2,3.466",3.382,76.743,False
"BNB,BTC,UNI,ETH",10,"42.908,8.396,10.2,4.725",0.97,94.742,False
"BNB,BTC,UNI,EOS",10,"42.908,8.396,10.2,0.807",0.97,94.742,False
"BNB,BTC,UNI,KSM",10,"42.908,8.396,10.2,10.041",0.97,94.742,False
"BNB,BTC,UNI,ADA",10,"42.908,8.396,10.2,7.418",0.97,94.742,False
"BNB,BTC,XRP,ETH",10,"42.908,8.396,3.466,4.725",3.382,76.743,False
"BNB,BTC,XRP,EOS",10,"42.908,8.396,3.466,0.807",3.382,76.743,False
"BNB,BTC,XRP,KSM",10,"42.908,8.396,3.466,10.041",3.382,76.743,False
"BNB,BTC,XRP,ADA",10,"42.908,8.396,3.466,7.418",3.382,76.743,False
"BNB,BTC,ETH,EOS",10,"42.908,8.396,4.725,0.807",1.008,0.0,False
"BNB,BTC,ETH,KSM",10,"42.908,8.396,4.725,10.041",7.692,63.341,False
"BNB,BTC,ETH,ADA",10,"42.908,8.396,4.725,7.418",1.008,0.0,False
"BNB,BTC,EOS,KSM",10,"42.908,8.396,0.807,10.041",7.692,63.341,False
"BNB,BTC,EOS,ADA",10,"42.908,8.396,0.807,7.418",1.008,0.0,False
"BNB,BTC,KSM,ADA",10,"42.908,8.396,10.041,7.418",7.692,63.341,False
"BNB,CAKE,FIL,UNI",10,"42.908,1.273,2.601,10.2",0.927,64.195,False
"BNB,CAKE,FIL,XRP",10,"42.908,1.273,2.601,3.466",3.382,76.743,False
"BNB,CAKE,FIL,ETH",10,"42.908,1.273,2.601,4.725",0.927,64.195,False
"BNB,CAKE,FIL,EOS",10,"42.908,1.273,2.601,0.807",0.927,64.195,False
"BNB,CAKE,FIL,KSM",10,"42.908,1.273,2.601,10.041",0.927,64.195,False
"BNB,CAKE,FIL,ADA",10,"42.908,1.273,2.601,7.418",0.927,64.195,False
"BNB,CAKE,UNI,XRP",10,"42.908,1.273,10.2,3.466",3.382,76.743,False
"BNB,CAKE,UNI,ETH",10,"42.908,1.273,10.2,4.725",0.927,64.195,False
"BNB,CAKE,UNI,EOS",10,"42.908,1.273,10.2,0.807",0.927,64.195,False
"BNB,CAKE,UNI,KSM",10,"42.908,1.273,10.2,10.041",0.927,64.195,False
"BNB,CAKE,UNI,ADA",10,"42.908,1.273,10.2,7.418",0.927,64.195,False
"BNB,CAKE,XRP,ETH",10,"42.908,1.273,3.466,4.725",3.382,76.743,False
"BNB,CAKE,XRP,EOS",10,"42.908,1.273,3.466,0.807",3.382,76.743,False
"BNB,CAKE,XRP,KSM",10,"42.908,1.273,3.466,10.041",3.382,76.743,False
"BNB,CAKE,XRP,ADA",10,"42.908,1.273,3.466,7.418",3.382,76.743,False
"BNB,CAKE,ETH,EOS",10,"42.908,1.273,4.725,0.807",0.927,64.195,False
"BNB,CAKE,ETH,KSM",10,"42.908,1.273,4.725,10.041",0.927,64.195,False
"BNB,CAKE,ETH,ADA",10,"42.908,1.273,4.725,7.418",0.927,64.195,False
"BNB,CAKE,EOS,KSM",10,"42.908,1.273,0.807,10.041",0.927,64.195,False
"BNB,CAKE,EOS,ADA",10,"42.908,1.273,0.807,7.418",0.927,64.195,False
"BNB,CAKE,KSM,ADA",10,"42.908,1.273,10.041,7.418",0.927,64.195,False
"BNB,FIL,UNI,XRP",10,"42.908,2.601,10.2,3.466",3.382,76.743,False
"BNB,FIL,UNI,ETH",10,"42.908,2.601,10.2,4.725",0.97,94.742,False
"BNB,FIL,UNI,EOS",10,"42.908,2.601,10.2,0.807",0.97,94.742,False
"BNB,FIL,UNI,KSM",10,"42.908,2.601,10.2,10.041",0.97,94.742,False
"BNB,FIL,UNI,ADA",10,"42.908,2.601,10.2,7.418",0.97,94.742,False
"BNB,FIL,XRP,ETH",10,"42.908,2.601,3.466,4.725",3.382,76.743,False
"BNB,FIL,XRP,EOS",10,"42.908,2.601,3.466,0.807",3.382,76.743,False
"BNB,FIL,XRP,KSM",10,"42.908,2.601,3.466,10.041",3.382,76.743,False
"BNB,FIL,XRP,ADA",10,"42.908,2.601,3.466,7.418",3.382,76.743,False
"BNB,FIL,ETH,EOS",10,"42.908,2.601,4.725,0.807",1.318,79.385,False
"BNB,FIL,ETH,KSM",10,"42.908,2.601,4.725,10.041",9.457,68.231,False
"BNB,FIL,ETH,ADA",10,"42.908,2.601,4.725,7.418",9.264,68.231,False
"BNB,FIL,EOS,KSM",10,"42.908,2.601,0.807,10.041",1.318,79.385,False
"BNB,FIL,EOS,ADA",10,"42.908,2.601,0.807,7.418",1.318,79.385,False
"BNB,FIL,KSM,ADA",10,"42.908,2.601,10.041,7.418",14.396,76.849,False
"BNB,UNI,XRP,ETH",10,"42.908,10.2,3.466,4.725",3.382,76.743,False
"BNB,UNI,XRP,EOS",10,"42.908,10.2,3.466,0.807",3.382,76.743,False
"BNB,UNI,XRP,KSM",10,"42.908,10.2,3.466,10.041",3.382,76.743,False
"BNB,UNI,XRP,ADA",10,"42.908,10.2,3.466,7.418",3.382,76.743,False
"BNB,UNI,ETH,EOS",10,"42.908,10.2,4.725,0.807",0.97,94.742,False
"BNB,UNI,ETH,KSM",10,"42.908,10.2,4.725,10.041",0.97,94.742,False
"BNB,UNI,ETH,ADA",10,"42.908,10.2,4.725,7.418",0.97,94.742,False
"BNB,UNI,EOS,KSM",10,"42.908,10.2,0.807,10.041",0.97,94.742,False
"BNB,UNI,EOS,ADA",10,"42.908,10.2,0.807,7.418",0.97,94.742,False
"BNB,UNI,KSM,ADA",10,"42.908,10.2,10.041,7.418",0.97,94.742,False
"BNB,XRP,ETH,EOS",10,"42.908,3.466,4.725,0.807",3.382,76.743,False
"BNB,XRP,ETH,KSM",10,"42.908,3.466,4.725,10.041",3.382,76.743,False
"BNB,XRP,ETH,ADA",10,"42.908,3.466,4.725,7.418",3.382,76.743,False
"BNB,XRP,EOS,KSM",10,"42.908,3.466,0.807,10.041",3.382,76.743,False
"BNB,XRP,EOS,ADA",10,"42.908,3.466,0.807,7.418",3.382,76.743,False
"BNB,XRP,KSM,ADA",10,"42.908,3.466,10.041,7.418",3.382,76.743,False
"BNB,ETH,EOS,KSM",10,"42.908,4.725,0.807,10.041",1.318,79.385,False
"BNB,ETH,EOS,ADA",10,"42.908,4.725,0.807,7.418",1.008,0.0,False
"BNB,ETH,KSM,ADA",10,"42.908,4.725,10.041,7.418",9.457,68.231,False
"BNB,EOS,KSM,ADA",10,"42.908,0.807,10.041,7.418",1.318,79.385,False
"BTC,CAKE,FIL,UNI",10,"8.396,1.273,2.601,10.2",0.92,61.088,False
"BTC,CAKE,FIL,XRP",10,"8.396,1.273,2.601,3.466",3.382,76.743,False
"BTC,CAKE,FIL,ETH",10,"8.396,1.273,2.601,4.725",0.92,61.088,False
"BTC,CAKE,FIL,EOS",10,"8.396,1.273,2.601,0.807",0.92,61.088,False
"BTC,CAKE,FIL,KSM",10,"8.396,1.273,2.601,10.041",0.92,61.088,False
"BTC,CAKE,FIL,ADA",10,"8.396,1.273,2.601,7.418",0.92,61.088,False
"BTC,CAKE,UNI,XRP",10,"8.396,1.273,10.2,3.466",3.382,76.743,False
